Store Number,Name,Address,City,State,Zip,Phone,Email,Website,Mon Open,Mon Close,Tue Open,Tue Close,Wed Open,Wed Close,Thu Open,Thu Close,Fri Open,Fri Close,Sat Open,Sat Close,Sun Open,Sun Close,Open 7 Days,Services,Brands,Products,Signature Store,Featured Store,Specialty Store,Latitude,Longitude,URL
10002205,CROWN ACE HARDWARE,3107 E COAST HWY,CORONA DEL MAR,CA,92625-2330,(949) 673-2800,,WWW.CROWNHARDWARE.COM,07:00 AM,08:00 PM,07:00 AM,08:00 PM,07:00 AM,08:00 PM,07:00 AM,08:00 PM,07:00 AM,08:00 PM,08:00 AM,07:00 PM,08:00 AM,06:00 PM,True,"ismor, open_7_days","benjamin_moore, inslx","aura, aura_int, ben, ben_int, element_guard, regal, regal_int",False,False,False,33.597721,-117.871636,https://www.benjaminmoore.com/en-us/store-locator/10002205/crown-ace-hardware
10002209,LEN'S ACE HARDWARE,425 E MAPLE AVE,ROSELLE,IL,60172-2203,(630) 529-2251,,WWW.LENSACEHARDWARE.COM,07:00 AM,09:00 PM,07:00 AM,09:00 PM,07:00 AM,09:00 PM,07:00 AM,09:00 PM,07:00 AM,09:00 PM,08:00 AM,08:00 PM,08:00 AM,06:00 PM,True,"ismor, open_7_days","benjamin_moore, inslx","ben, ben_int, element_guard, regal, regal_int, wb_ceiling",False,False,False,41.981255,-88.070538,https://www.benjaminmoore.com/en-us/store-locator/10002209/lens-ace-hardware
10002214,CITRUS COUNTY PAINT & WLCG,724 NE US HIGHWAY 19,CRYSTAL RIVER,FL,34429-4158,(352) 795-3613,,,07:30 AM,05:00 PM,07:30 AM,05:00 PM,07:30 AM,05:00 PM,07:30 AM,05:00 PM,07:30 AM,05:00 PM,08:00 AM,12:00 PM,,,False,,"benjamin_moore, coronado, corotech, inslx","advance, aura, aura_ext, regal, regal_ext, regal_int, wb_ceiling",False,False,False,28.899419,-82.589587,https://www.benjaminmoore.com/en-us/store-locator/10002214/citrus-county-paint-wlcg
10002216,ACE HARDWARE OF ANTIOCH     08,1001 RTE 59,ANTIOCH,IL,60002,(847) 603-1844,,WWW.ACEHARDWARE.COM,07:30 AM,09:00 PM,07:30 AM,09:00 PM,07:30 AM,09:00 PM,07:30 AM,09:00 PM,07:30 AM,09:00 PM,07:30 AM,07:00 PM,08:00 AM,06:00 PM,True,"ismor, open_7_days","benjamin_moore, inslx","advance, aura, aura_int, ben, ben_int, element_guard, regal, regal_int, wb_ceiling, woodluxe",False,False,False,42.475891,-88.104454,https://www.benjaminmoore.com/en-us/store-locator/10002216/ace-hardware-of-antioch-08
10002217,"H.G. PAGE & SONS, INC",5291 ROUTE 44,AMENIA,NY,12501-5450,(845) 373-8900,BENMOORE@HGPAGE.COM ;BENMOORE@HGPAGE.COM ;RIVERACJRRUN@AOL.COM,,07:00 AM,05:00 PM,07:00 AM,05:00 PM,07:00 AM,05:00 PM,07:00 AM,05:00 PM,07:00 AM,05:00 PM,08:00 AM,04:00 PM,,,False,"in_store_pickup, ismor","benjamin_moore, corotech, inslx","advance, aura, aura_bns, aura_int, ben, ben_int, element_guard, regal, regal_ext, regal_int, wb_ceiling, woodluxe",False,False,False,41.881419,-73.528605,https://www.benjaminmoore.com/en-us/store-locator/10002217/hg-page-sons-inc
10002218,COLOR STORE INC.,13743 INDUSTRIAL RD,OMAHA,NE,68137-1129,(402) 697-4999,ACCOUNTING@BMCOLORSTORE.COM ;ANDREW@BMCOLORSTORE.COM ;MADS@BMCOLORSTORE.COM ;ORDERS.NE@BMCOLORSTORE.COM ;ACCOUNTING@BMCOLORSTORE.COM ;HARLEY@BMCOLORSTORE.COM ;MADS@BMCOLORSTORE.COM ;ORDERS.NE@BMCOLORSTORE.COM ;KIM@BMCOLORSTORE.COM ;ORDERS.NE@BMCOLORSTORE.COM ;JON@BMCOLORSTORE.COM,WWW.BMCOLORSTORE.COM,08:00 AM,05:00 PM,08:00 AM,05:00 PM,08:00 AM,05:00 PM,08:00 AM,05:00 PM,08:00 AM,05:00 PM,09:00 AM,01:00 PM,,,False,"in_store_pickup, ismor","benjamin_moore, coronado, corotech, inslx","advance, aura, aura_bns, aura_ext, aura_int, ben, ben_int, element_guard, regal, regal_ext, regal_int, wb_ceiling, woodluxe",True,False,False,41.215511,-96.121418,https://www.benjaminmoore.com/en-us/store-locator/10002218/color-store-inc
10002219,PAINT-N-COLOR,1043 JOHN SIMS PKWY E,NICEVILLE,FL,32578-2712,(850) 678-6050,,PAINTANDCOLORPRO.COM,07:00 AM,05:00 PM,07:00 AM,05:00 PM,07:00 AM,05:00 PM,07:00 AM,05:00 PM,07:00 AM,05:00 PM,08:00 AM,12:00 PM,,,False,ismor,"benjamin_moore, coronado, corotech, inslx","advance, aura, aura_bns, aura_ext, aura_int, ben, ben_int, element_guard, regal, regal_ext, regal_int, wb_ceiling, woodluxe",True,False,False,30.517034,-86.471016,https://www.benjaminmoore.com/en-us/store-locator/10002219/paintncolor
10002222,"MONARCH PT STORES OF DC, LLC",5608 CONNECTICUT AVE NW,WASHINGTON,DC,20015-2604,(202) 686-5550,SIMON@MONARCHPAINTDC.COM,WWW.MONARCHPAINTDC.COM,07:00 AM,05:00 PM,07:00 AM,05:00 PM,07:00 AM,05:00 PM,07:00 AM,05:00 PM,07:00 AM,05:00 PM,08:00 AM,05:00 PM,10:00 AM,03:00 PM,True,"in_store_decorator, in_store_pickup, ismor, open_7_days","benjamin_moore, coronado, corotech, inslx","advance, aura, aura_bns, aura_ext, aura_int, ben, ben_int, ecospec, element_guard, regal, regal_ext, regal_int, wb_ceiling, woodluxe",True,False,False,38.965157,-77.07623,https://www.benjaminmoore.com/en-us/store-locator/10002222/monarch-pt-stores-of-dc-llc
10002229,HOME HARDWARE CENTER,3466 FRONT ST,WINNSBORO,LA,71295-2200,(318) 435-4004,,,07:30 AM,05:30 PM,07:30 AM,05:30 PM,07:30 AM,05:30 PM,07:30 AM,05:30 PM,07:30 AM,05:30 PM,07:30 AM,04:00 PM,,,False,ismor,"benjamin_moore, coronado, corotech, inslx","advance, aura, aura_bns, aura_ext, aura_int, ben, ben_int, element_guard, regal, regal_ext, regal_int, wb_ceiling, woodluxe",False,False,False,32.176758,-91.725832,https://www.benjaminmoore.com/en-us/store-locator/10002229/home-hardware-center
10002236,O'DONNELL ACE HARDWARE,615 24TH ST,AMES,IA,50010-4809,(515) 232-1791,TTJERNAGEL@ODONNELLHARDWARE.COM ;JBUNGE@ODONNELLHARDWARE.COM ;JESTRADA@ODONNELLHARDWARE.COM ;TTJERNAGEL@ODONNELLHARDWARE.COM ;HEVANS@ODONNELLHARDWARE.COM,,08:00 AM,08:00 PM,08:00 AM,08:00 PM,08:00 AM,08:00 PM,08:00 AM,08:00 PM,08:00 AM,08:00 PM,08:00 AM,05:00 PM,10:00 AM,05:00 PM,True,"ismor, open_7_days","benjamin_moore, inslx","advance, aura, aura_int, ben, ben_int, element_guard, regal, regal_int, wb_ceiling",False,False,False,42.0462,-93.61928,https://www.benjaminmoore.com/en-us/store-locator/10002236/odonnell-ace-hardware
10002239,CHARLIE'S CUSTOM COLORS,3306 HIGHWAY 11 N,PICAYUNE,MS,39466-2000,(601) 799-1955,,,07:00 AM,05:00 PM,07:00 AM,05:00 PM,07:00 AM,05:00 PM,07:00 AM,05:00 PM,07:00 AM,05:00 PM,08:00 AM,12:00 PM,,,False,in_store_decorator,"benjamin_moore, coronado, corotech, inslx","aura, aura_ext, regal_ext, woodluxe",True,False,False,30.5616,-89.6645,https://www.benjaminmoore.com/en-us/store-locator/10002239/charlies-custom-colors
10002241,HOME IMPROVEMENT CENTER OF SOU,142 HIGHWAY 27 BYP,NASHVILLE,AR,71852-8806,(870) 845-3500,,,07:00 AM,06:00 PM,07:00 AM,06:00 PM,07:00 AM,06:00 PM,07:00 AM,06:00 PM,07:00 AM,06:00 PM,08:00 AM,05:00 PM,,,False,,"benjamin_moore, coronado","advance, ben, ben_int, element_guard",False,False,False,33.925846,-93.840323,https://www.benjaminmoore.com/en-us/store-locator/10002241/home-improvement-center-of-sou
10002242,VIKING INC.                 01,SEARSPORT AVE,BELFAST,ME,04915,(207) 338-3480,,VIKINGLUMBER.BENMOOREPAINTS.COM,07:00 AM,05:00 PM,07:00 AM,05:00 PM,07:00 AM,05:00 PM,07:00 AM,05:00 PM,07:00 AM,05:00 PM,07:00 AM,12:00 PM,,,False,ismor,"benjamin_moore, coronado, corotech, inslx","advance, aura, aura_bns, aura_ext, aura_int, ben, ben_int, element_guard, regal, regal_ext, regal_int, wb_ceiling, woodluxe",False,False,False,44.430102,-68.976116,https://www.benjaminmoore.com/en-us/store-locator/10002242/viking-inc-01
10002245,THE PAINT SPOT,"3965 DUROCK RD, STE A",SHINGLE SPRINGS,CA,95682-7233,(530) 676-2651,THEPAINTSPOTSHINGLE@HOTMAIL.COM ;THEPAINTSPOT@SBCGLOBAL.NET ;THEPAINTSPOT.CADE@HOTMAIL.COM,,08:00 AM,05:30 PM,08:00 AM,05:30 PM,08:00 AM,05:30 PM,08:00 AM,05:30 PM,08:00 AM,05:30 PM,08:00 AM,04:00 PM,00:00 AM,00:00 PM,False,"in_store_pickup, ismor","benjamin_moore, corotech, inslx","advance, aura, aura_bns, aura_ext, aura_int, ben, ben_int, element_guard, regal, regal_ext, regal_int, woodluxe",False,False,False,38.66047,-120.94328,https://www.benjaminmoore.com/en-us/store-locator/10002245/the-paint-spot
10002249,ABOFF'S PAINTS,31 HAMPTON RD,SOUTHAMPTON,NY,11968-4965,(631) 283-6116,SOUTHAMPTON@ABOFFS.COM ;SOUTHAMPTON@ABOFFS.COM ;MSTEIN@ABOFFS.COM,ABOFFS.COM,06:00 AM,05:00 PM,06:00 AM,05:00 PM,06:00 AM,05:00 PM,06:00 AM,05:00 PM,06:00 AM,05:00 PM,08:00 AM,05:00 PM,,,False,"in_store_pickup, ismor","benjamin_moore, coronado, corotech, inslx","advance, aura, aura_bns, aura_ext, aura_int, ben, ben_int, ecospec, element_guard, regal, regal_ext, regal_int, wb_ceiling, woodluxe",False,False,False,40.884601,-72.47198,https://www.benjaminmoore.com/en-us/store-locator/10002249/aboffs-paints
10002250,AUBUCHON HARDWARE,7 MAIN ST,ALTON,NH,03809-4620,(603) 875-5510,167@AUBUCHONHARDWARE.COM ;BENMOORE-ORDERS@HARDWARESTORE.COM,WWW.HARDWARESTORE.COM,07:00 AM,07:00 PM,07:00 AM,07:00 PM,07:00 AM,07:00 PM,07:00 AM,07:00 PM,07:00 AM,07:00 PM,07:30 AM,06:00 PM,08:00 AM,05:00 PM,True,"in_store_pickup, ismor, open_7_days","benjamin_moore, coronado, corotech, inslx","advance, aura, aura_bns, aura_ext, aura_int, ben, ben_int, element_guard, regal, regal_ext, regal_int, woodluxe",False,False,False,43.452039,-71.213132,https://www.benjaminmoore.com/en-us/store-locator/10002250/aubuchon-hardware
10002255,SPECTRUM PAINT COMPANY,"1401 LAKE PARK BLVD N, STE 66",CAROLINA BEACH,NC,28428-3905,(910) 458-8012,STORE27@SPECTRUMPAINT.COM ;STORE27@SPECTRUMPAINT.COM ;JODY.TOOLE@SPECTRUMPAINT.COM,,07:00 AM,05:00 PM,07:00 AM,05:00 PM,07:00 AM,05:00 PM,07:00 AM,05:00 PM,07:00 AM,05:00 PM,08:00 AM,04:00 PM,,,False,"in_store_pickup, ismor","benjamin_moore, coronado, corotech, inslx","advance, aura, aura_bns, aura_ext, aura_int, ben, ben_int, ecospec, element_guard, regal, regal_ext, regal_int, wb_ceiling, woodluxe",True,False,False,34.05223,-77.90092,https://www.benjaminmoore.com/en-us/store-locator/10002255/spectrum-paint-company
10002256,HART'S PAINT & FLOORING CENTER,313 S 3RD ST,LEAVENWORTH,KS,66048-2813,(913) 682-3003,PAINTMAN@KC.RR.COM,,07:30 AM,06:00 PM,07:30 AM,06:00 PM,07:30 AM,06:00 PM,07:30 AM,06:00 PM,07:30 AM,06:00 PM,08:00 AM,05:00 PM,,,False,in_store_decorator,"benjamin_moore, coronado, corotech, inslx","ben, ben_int, regal, regal_ext, regal_int, woodluxe",False,False,False,39.31686,-94.911652,https://www.benjaminmoore.com/en-us/store-locator/10002256/harts-paint-flooring-center
10002264,MUNGER PAINT & WLC INC.,5103 N MACARTHUR BLVD,OKLAHOMA CITY,OK,73122-6116,(405) 787-6592,MUNGERPAINT@YAHOO.COM,,07:30 AM,05:30 PM,07:30 AM,05:30 PM,07:30 AM,05:30 PM,07:30 AM,05:30 PM,07:30 AM,05:30 PM,,,,,False,"in_store_decorator, in_store_pickup","benjamin_moore, coronado, corotech, inslx","advance, aura, aura_ext, aura_int, ben, ben_int, regal, regal_ext, regal_int, wb_ceiling, woodluxe",False,False,False,35.522547,-97.61899,https://www.benjaminmoore.com/en-us/store-locator/10002264/munger-paint-wlc-inc
10002266,PHOENIXVILLE HARDWARE,700 NUTT RD STE 520,PHOENIXVILLE,PA,19460-3344,(610) 917-9800,RMALASICS@AOL.COM ;DENNIS.M.BUTLER@OUTLOOK.COM,,07:30 AM,07:00 PM,07:30 AM,07:00 PM,07:30 AM,07:00 PM,07:30 AM,07:00 PM,07:30 AM,07:00 PM,07:30 AM,07:00 PM,09:00 AM,04:00 PM,True,"in_store_pickup, ismor, open_7_days",benjamin_moore,"aura, aura_int, ben, ben_int, element_guard, regal, regal_int, wb_ceiling",False,False,False,40.12311,-75.50876,https://www.benjaminmoore.com/en-us/store-locator/10002266/phoenixville-hardware
10002267,"SPECTRUM PAINT CO., INC.",3408 SE J ST,BENTONVILLE,AR,72712-4342,(479) 271-0011,STORE10@SPECTRUMPAINT.COM ;STORE10@SPECTRUMPAINT.COM ;KEITH.PERRENOUD@SPECTRUMPAINT.COM,,07:00 AM,05:00 PM,07:00 AM,05:00 PM,07:00 AM,05:00 PM,07:00 AM,05:00 PM,07:00 AM,05:00 PM,08:00 AM,04:00 PM,,,False,"in_store_pickup, ismor","benjamin_moore, coronado, corotech, inslx","advance, aura, aura_bns, aura_ext, aura_int, ben, ben_int, ecospec, element_guard, regal, regal_ext, regal_int, wb_ceiling, woodluxe",True,False,False,36.336395,-94.197621,https://www.benjaminmoore.com/en-us/store-locator/10002267/spectrum-paint-co-inc
10002275,BOULEVARD PAINTS,1400 OLD DIXIE HWY,LAKE PARK,FL,33403-1955,(561) 863-6666,INFO@BLVDPAINTS.COM ;5612071042@TMOMAIL.NET ;INFO@BLVDPAINTS.COM ;DINTELMANN@GMAIL.COM ;CPETERS85@ICLOUD.COM ;ROYALRECORDINGSLLC@GMAIL.COM,WWW.BOULEVARDPAINT.COM,07:00 AM,05:00 PM,07:00 AM,05:00 PM,07:00 AM,05:00 PM,07:00 AM,05:00 PM,07:00 AM,05:00 PM,08:00 AM,04:00 PM,,,False,"in_store_pickup, ismor","benjamin_moore, coronado, corotech, inslx","advance, aura, aura_bns, aura_ext, aura_int, ben, ben_int, ecospec, element_guard, regal, regal_ext, regal_int, wb_ceiling, woodluxe",True,False,False,26.80603,-80.078236,https://www.benjaminmoore.com/en-us/store-locator/10002275/boulevard-paints
10002278,WEAVER'S ACE HARDWARE AT DOUGL,905 W POSTAL RD,DOUGLASSVILLE,PA,19518-1581,(610) 385-4600,,WEAVERSHARDWARE.COM,07:00 AM,08:00 PM,07:00 AM,08:00 PM,07:00 AM,08:00 PM,07:00 AM,08:00 PM,07:00 AM,08:00 PM,08:00 AM,07:00 PM,09:00 AM,06:00 PM,True,"ismor, open_7_days","benjamin_moore, inslx","advance, aura, aura_bns, aura_int, ben, ben_int, element_guard, regal, regal_ext, regal_int, wb_ceiling",False,False,False,40.262381,-75.728527,https://www.benjaminmoore.com/en-us/store-locator/10002278/weavers-ace-hardware-at-dougl
10002279,SMITH BROTHERS DECORATING CTR,17362 HIGHWAY 65 NE,HAM LAKE,MN,55304-4818,(763) 434-2470,JESSICA@SBDECORATING.COM ;SERVICE@SBDECORATING.COM,WWW.SMITHBROTHERSDECORATING.COM,07:30 AM,05:00 PM,07:30 AM,05:00 PM,07:30 AM,05:00 PM,07:30 AM,05:00 PM,07:30 AM,05:00 PM,09:00 AM,02:00 PM,,,False,"in_store_decorator, in_store_pickup","benjamin_moore, coronado, corotech, inslx","advance, aura_bns, aura_int, ben, element_guard, regal, regal_ext, regal_int, woodluxe",False,False,False,45.285477,-93.234318,https://www.benjaminmoore.com/en-us/store-locator/10002279/smith-brothers-decorating-ctr
10002281,JOHNSTON PAINT & DECORATING,3409 BUTTONWOOD DR,COLUMBIA,MO,65201-3719,(573) 443-8755,BMURPHY@JOHNSTONPAINT.COM ;CTURNER@JOHNSTONPAINT.COM ;JTURNER@JOHNSTONPAINT.COM ;KALLEY@JOHNSTONPAINT.COM,WWW.JOHNSTONPAINT.COM,07:00 AM,05:00 PM,07:00 AM,05:00 PM,07:00 AM,05:00 PM,07:00 AM,05:00 PM,07:00 AM,05:00 PM,08:00 AM,12:00 PM,,,False,"in_store_decorator, in_store_pickup","benjamin_moore, coronado, corotech, inslx","advance, aura, aura_bns, aura_ext, aura_int, ben, ben_int, element_guard, regal, regal_ext, regal_int, wb_ceiling, woodluxe",True,False,False,38.913226,-92.332835,https://www.benjaminmoore.com/en-us/store-locator/10002281/johnston-paint-decorating
10002286,BLAIN'S FARM & FLEET,1191 W SOUTH SIDE DR,DECATUR,IL,62521-4070,(217) 423-3720,,,08:30 AM,09:00 PM,08:30 AM,09:00 PM,08:30 AM,09:00 PM,08:30 AM,09:00 PM,08:30 AM,09:00 PM,08:30 AM,08:00 PM,09:00 AM,06:00 PM,True,"ismor, open_7_days",benjamin_moore,"advance, aura, aura_bns, aura_int, ben, ben_int, element_guard, regal, regal_int, wb_ceiling",False,False,False,39.804469,-88.988143,https://www.benjaminmoore.com/en-us/store-locator/10002286/blains-farm-fleet
10002290,SWIFT SUP LBR & BLDG MATERIALS,9549 MILTON JONES RD,DAPHNE,AL,36526-6469,(251) 621-5066,TFRALEY@SWIFTSUPPLY.COM ;HCLAYTON@SWIFTSUPPLY.COM ;LHENLEY@SWIFTSUPPLY.COM,,07:00 AM,05:00 PM,07:00 AM,05:00 PM,07:00 AM,05:00 PM,07:00 AM,05:00 PM,07:00 AM,05:00 PM,07:00 AM,01:00 PM,,,False,"in_store_decorator, in_store_pickup, ismor","benjamin_moore, coronado, corotech, inslx","advance, aura, aura_ext, aura_int, ben, ben_int, element_guard, regal, regal_ext, regal_int, wb_ceiling, woodluxe",False,False,False,30.596534,-87.858459,https://www.benjaminmoore.com/en-us/store-locator/10002290/swift-sup-lbr-bldg-materials
10002291,WISE ACE HARDWARE - LAKE CITY,210 S WASHINGTON ST,LAKE CITY,MN,55041-1036,(651) 345-3113,,,08:00 AM,05:00 PM,08:00 AM,05:00 PM,08:00 AM,05:00 PM,08:00 AM,05:00 PM,08:00 AM,05:00 PM,08:00 AM,04:00 PM,10:00 AM,03:00 PM,True,"ismor, open_7_days","benjamin_moore, inslx","ben, ben_int, element_guard",False,False,False,44.44914,-92.26494,https://www.benjaminmoore.com/en-us/store-locator/10002291/wise-ace-hardware-lake-city
10002292,ANCHOR ACE HARDWARE,1305 ROUTE 28,SOUTH YARMOUTH,MA,02664-4453,(508) 398-3691,BENMOOREWEBORDER6@MARINEHOMECENTER.COM ;JMACNAUGHT@ANCHORHARDWARE.COM,,07:30 AM,07:00 PM,07:30 AM,07:00 PM,07:30 AM,07:00 PM,07:30 AM,07:00 PM,07:30 AM,07:00 PM,07:30 AM,07:00 PM,09:00 AM,05:00 PM,True,"in_store_pickup, ismor, open_7_days","benjamin_moore, corotech, inslx","advance, aura, aura_bns, aura_ext, aura_int, ben, ben_int, element_guard, regal, regal_ext, regal_int, woodluxe",False,False,False,41.6667,-70.18813,https://www.benjaminmoore.com/en-us/store-locator/10002292/anchor-ace-hardware
10002298,BROWNE'S HOME CENTER (DIB),860 MULLIS ST,FRIDAY HARBOR,WA,98250-7935,(360) 378-2168,,,07:00 AM,06:00 PM,07:00 AM,06:00 PM,07:00 AM,06:00 PM,07:00 AM,06:00 PM,07:00 AM,06:00 PM,08:00 AM,05:00 PM,08:00 AM,05:00 PM,True,"ismor, open_7_days","benjamin_moore, coronado, corotech, inslx","advance, aura, aura_bns, aura_ext, aura_int, ben, ben_int, element_guard, regal, regal_ext, regal_int, wb_ceiling, woodluxe",False,False,False,48.5275,-123.023209,https://www.benjaminmoore.com/en-us/store-locator/10002298/brownes-home-center-dib
10002299,KELSEY COATINGS INC,800 CORONIS WAY,GREEN BAY,WI,54304-5742,(920) 336-4455,,,09:00 AM,05:00 PM,,,,,,,,,,,,,False,,"coronado, corotech, inslx",,False,False,True,44.46252,-88.080072,https://www.benjaminmoore.com/en-us/store-locator/10002299/kelsey-coatings-inc
10002303,BENNETT PAINTS,4710 BENTON RD,WINSTON SALEM,NC,27104-4609,(336) 760-4449,DEB6165@YAHOO.COM ;SFSTONE24@GMAIL.COM,BENNETTPAINTS.COM,07:00 AM,05:00 PM,07:00 AM,05:00 PM,07:00 AM,05:00 PM,07:00 AM,05:00 PM,07:00 AM,05:00 PM,08:00 AM,12:00 PM,,,False,in_store_pickup,"benjamin_moore, coronado, corotech, inslx","advance, aura, aura_bns, aura_int, ben, ben_int, ecospec, element_guard, regal, regal_ext, regal_int, wb_ceiling, woodluxe",True,False,False,36.073601,-80.339513,https://www.benjaminmoore.com/en-us/store-locator/10002303/bennett-paints
10002306,"COUNTRY PAINT & HARDWARE, INC",2410 FOXON RD,NORTH BRANFORD,CT,06471-1513,(203) 481-5255,PCONNOLLY@COUNTRYPAINT.COM ;RREGAN@COUNTRYPAINT.COM ;TPETERSON@COUNTRYPAINT.COM ;JDUDLEY@COUNTRYPAINT.COM ;DFEE@COUNTRYPAINT.COM ;PCONNOLLY@COUNTRYPAINT.COM ;ENORWOOD@COUNTRYPAINT.COM ;DJUNIVER@COUNTRYPAINT.COM ;MWHITE@COUNTRYPAINT.COM,WWW.COUNTRYPAINT.BENMOOREPAINTS.COM,07:30 AM,06:00 PM,07:30 AM,06:00 PM,07:30 AM,06:00 PM,07:30 AM,06:00 PM,07:30 AM,06:00 PM,07:30 AM,06:00 PM,08:30 AM,04:00 PM,True,"in_store_decorator, in_store_pickup, open_7_days","benjamin_moore, coronado, corotech, inslx","advance, aura, aura_bns, aura_int, ben, ben_int, element_guard, regal, regal_ext, regal_int, wb_ceiling, woodluxe",False,False,False,41.341682,-72.749147,https://www.benjaminmoore.com/en-us/store-locator/10002306/country-paint-hardware-inc
10002307,HIRSHFIELD'S WBY,8470 CITY CENTRE DR,WOODBURY,MN,55125-3356,(651) 578-2694,STORE023@HIRSHFIELDS.COM,WWW.HIRSHFIELDS.COM/,07:00 AM,06:00 PM,07:00 AM,06:00 PM,07:00 AM,06:00 PM,07:00 AM,06:00 PM,07:00 AM,06:00 PM,08:00 AM,04:00 PM,10:00 AM,04:00 PM,True,"in_store_pickup, ismor, open_7_days","benjamin_moore, coronado, corotech, inslx","advance, aura, aura_bns, aura_ext, aura_int, ben, ben_int, ecospec, element_guard, regal, regal_ext, regal_int, wb_ceiling, woodluxe",False,False,False,44.92221,-92.935429,https://www.benjaminmoore.com/en-us/store-locator/10002307/hirshfields-wby
10002308,O'LEARY PAINT,205 PEEKSTOCK RD,KALAMAZOO,MI,49001-4844,(269) 552-4426,,,07:00 AM,05:00 PM,07:00 AM,05:00 PM,07:00 AM,05:00 PM,07:00 AM,05:00 PM,07:00 AM,05:00 PM,08:00 AM,12:00 PM,,,False,ismor,"benjamin_moore, coronado, corotech, inslx","advance, aura, aura_bns, aura_ext, aura_int, ben, ben_int, ecospec, element_guard, regal, regal_ext, regal_int, wb_ceiling",True,False,False,42.2534,-85.57892,https://www.benjaminmoore.com/en-us/store-locator/10002308/oleary-paint
10002309,"HAMSHAW LUMBER, INC.",3 BRADCO ST,KEENE,NH,03431-3900,(603) 352-6506,KEN@HAMSHAWLUMBER.COM ;PAINT@HAMSHAWLUMBER.COM ;SDEJOY@HAMSHAWLUMBER.COM ;PBASTONI@HAMSHAWLUMBER.COM ;BRUCED@HAMSHAWLUMBER.COM ;MIKEB@HAMSHAWLUMBER.COM ;ASALISBURY@GMAIL.COM,WWW.HAMSHAWLUMBERPAINT.COM,07:00 AM,06:00 PM,07:00 AM,06:00 PM,07:00 AM,06:00 PM,07:00 AM,06:00 PM,07:00 AM,06:00 PM,08:00 AM,05:00 PM,09:00 AM,03:00 PM,True,"in_store_decorator, in_store_pickup, ismor, open_7_days","benjamin_moore, coronado, corotech, inslx","advance, aura, aura_bns, aura_ext, aura_int, ben, ben_int, element_guard, regal, regal_ext, regal_int, woodluxe",False,False,False,42.914452,-72.29433,https://www.benjaminmoore.com/en-us/store-locator/10002309/hamshaw-lumber-inc
10002312,COLONIAL INTERIORS,1005 N MULBERRY ST,ELIZABETHTOWN,KY,42701-2036,(270) 872-4668,JOSHJOHNSON@COLONIALINTERIORS.NET ;JOSHJOHNSON@COLONIALINTERIORS.NET,WWW.COLONIALINTERIORS.NET,07:30 AM,05:00 PM,07:30 AM,05:00 PM,07:30 AM,05:00 PM,07:30 AM,05:00 PM,07:30 AM,05:00 PM,08:00 AM,01:00 PM,,,False,in_store_pickup,"benjamin_moore, coronado, corotech, inslx","advance, aura, aura_int, ben, ben_int, regal, regal_ext, regal_int, wb_ceiling, woodluxe",True,False,False,37.708338,-85.839379,https://www.benjaminmoore.com/en-us/store-locator/10002312/colonial-interiors
10002313,DOWNTOWN ACE HARDWARE,215 S COLLEGE AVE,FORT COLLINS,CO,80524-2810,(970) 224-4437,,,08:00 AM,08:00 PM,08:00 AM,08:00 PM,08:00 AM,08:00 PM,08:00 AM,08:00 PM,08:00 AM,08:00 PM,08:00 AM,08:00 PM,09:00 AM,06:00 PM,True,open_7_days,"benjamin_moore, inslx","advance, aura, aura_bns, aura_int, ben, ben_int, element_guard, regal, regal_int, wb_ceiling",False,False,False,40.584973,-105.077133,https://www.benjaminmoore.com/en-us/store-locator/10002313/downtown-ace-hardware
10002318,CITY HARDWARE,1318 MAIN ST,GREENSBORO,AL,36744-1518,(334) 624-3300,,,08:00 AM,04:30 PM,08:00 AM,04:30 PM,08:00 AM,04:30 PM,08:00 AM,11:30 PM,08:00 AM,04:30 PM,08:00 AM,04:30 PM,00:00 AM,00:00 PM,False,,"benjamin_moore, inslx","ben, ben_int, regal_ext",False,False,False,32.70426,-87.59537,https://www.benjaminmoore.com/en-us/store-locator/10002318/city-hardware
10002319,VILLAGE PAINT & HARDWARE,223 MAIN ST,CHATHAM,NJ,07928-2452,(973) 635-2378,CHATHAM@FERGUSONBROTHERSPAINT.COM ;DGERFI18@HOTMAIL.COM ;BERWICKINT@OPTONLINE.NET,FERGUSONBROTHERSPAINTANDHARDWARE.COM,07:00 AM,06:00 PM,07:00 AM,06:00 PM,07:00 AM,06:00 PM,07:00 AM,06:00 PM,07:00 AM,06:00 PM,08:00 AM,05:00 PM,09:00 AM,02:00 PM,True,"in_store_pickup, ismor, open_7_days","benjamin_moore, coronado, corotech, inslx","advance, aura, aura_bns, aura_ext, aura_int, ben, ben_int, regal, regal_ext, regal_int, wb_ceiling, woodluxe",True,False,False,40.740364,-74.381274,https://www.benjaminmoore.com/en-us/store-locator/10002319/village-paint-hardware
