Store Number,Store Name,City,State,Phone,Email,Owner/Principal,Registered Agent,Principal Address,Business Entity Name,Source,Status
10002582,TRI-COLOR PAINTS,LAS VEGAS,NV,(702) 269-6995,,"JOHN THEYS JR, ERIC HARKLEROAD (Managing Members)",Registered Agents Inc,"9102 HERMOSA DR, TEMPLE CITY, CA 91780 / 9024 HERRING COVE AVE, LAS VEGAS, NV 89178",TRI-COLOR PAINTS LLC,NV SOS (browser),found
10015634,TRI-COLOR PAINTS,LAS VEGAS,NV,(702) 410-9911,,"JOHN THEYS JR, ERIC HARKLEROAD (Managing Members)",Registered Agents Inc,"9102 HERMOSA DR, TEMPLE CITY, CA 91780 / 9024 HERRING COVE AVE, LAS VEGAS, NV 89178",TRI-COLOR PAINTS LLC,NV SOS (browser),found
10015023,"WAGNER'S HARDWARE, INC.",HAWTHORNE,NV,(775) 945-2491,,,,,,,needs_manual
10006195,BENNETT PAINT & GLASS,LOGAN,UT,(435) 752-4262,BENNETTSPAINT@YAHOO.COM,,,,,,needs_manual
10014524,COLONIAL BLDG SUPPLY INC,CENTERVILLE,UT,(801) 295-9471,,,,,,,needs_manual
10011614,FARMINGTON PAINT,FARMINGTON,UT,(385) 988-3288,FARMINGTONPAINT@GMAIL.COM,,,,,,needs_manual
10013016,FISHLAKE LUMBER CO,BEAVER,UT,(435) 438-5454,,,,,,,needs_manual
10020973,JONES PAINT & GLASS - PAYSON,PAYSON,UT,(801) 471-6845,,,,,,pending,needs_manual
10005601,JONES PAINT & GLASS-AMERICAN F,AMERICAN FORK,UT,(801) 756-5282,,,,,,,needs_manual
10001394,JONES PAINT & GLASS-PROVO,PROVO,UT,(801) 373-3131,,,,,,,needs_manual
10018097,JONES PAINT & GLASS-ROOSEVELT,ROOSEVELT,UT,(855) 415-6637,,,,,,pending,needs_manual
10003518,JONES PAINT & GLASS-SAINT GEOR,SAINT GEORGE,UT,(435) 673-9644,,,,,,,needs_manual
10000907,JONES PAINT & GLASS-VERNAL,VERNAL,UT,(435) 789-3241,,,,,,,needs_manual
10008359,LAYTON TRUE VALUE,LAYTON,UT,(801) 544-6521,,,,,,,needs_manual
10001934,PARK CITY PAINT,PARK CITY,UT,(435) 649-4100,PARKCITYPAINTS1776@GMAIL.COM,,,,,,needs_manual
10011047,PLAIN CITY TRUE VALUE,PLAIN CITY,UT,(801) 827-0990,,,,,,,needs_manual
10017894,ROCKY MOUNTAIN PAINT,COTTONWOOD HEIGHTS,UT,(385) 274-2327,F.PINILLA@ROCKYMOUNTAINPAINTS.COM ;F.PINILLA@ROCKYMOUNTAINPAINTS.COM,,,,,pending,needs_manual
10009670,ROCKY MOUNTAIN PAINT & DECOR,SOUTH JORDAN,UT,(801) 251-0179,INFO@ROCKYMOUNTAINPAINTS.COM ;F.PINILLA@ROCKYMOUNTAINPAINTS.COM,,,,,,needs_manual
10019286,ROCKY MOUNTAIN PAINT/SARATOGA,SARATOGA SPRINGS,UT,(385) 993-1032,FAPINILLA@ROCKYMOUNTAINPAINTS.COM ;F.PINILLA@ROCKYMOUNTAINPAINTS.COM,,,,,pending,needs_manual
10013370,ROPER LUMBER CO INC,FILLMORE,UT,(435) 743-5194,,,,,,,needs_manual
10004654,SALT LAKE PAINT & DECORATING,SALT LAKE CITY,UT,(801) 487-1061,CARTERJACKSON@HOTMAIL.COM ;SALTLAKEPAINT@GMAIL.COM,,,,,,needs_manual
10009662,SANDY PAINT,SANDY,UT,(801) 878-9869,,,,,,,needs_manual
10013332,SMITH & EDWARDS,OGDEN,UT,(801) 731-1120,,,,,,,needs_manual
10013350,SMITH & EDWARDS,WEST JORDAN,UT,(801) 432-8370,,,,,,,needs_manual
10005778,"SOUTH FORK HARDWARE NSL, INC.",OGDEN,UT,(801) 475-5188,,,,,,,needs_manual
10015786,SPECTRUM PAINT SUPPLY LLC,PRICE,UT,(435) 613-2097,SPECTRUMPAINTSUPPLY@GMAIL.COM,,,,,,needs_manual
10008429,SPRINGVILLE TRUE VALUE,SPRINGVILLE,UT,(801) 794-3900,,,,,,,needs_manual
10009099,SSTANDARD TRUE VALUE OGDEN,OGDEN,UT,(801) 394-7765,,,,,,,needs_manual
10017486,STANDARD PLUMBING SUPPLY,SALT LAKE CITY,UT,(801) 977-8100,,,,,,pending,needs_manual
10010793,STANDARD TRUE VALUE,TREMONTON,UT,(453) 538-1390,,,,,,,needs_manual
10010992,STANDARD TRUE VALUE,NO OGDEN,UT,(801) 823-8060,,,,,,,needs_manual
10011164,STANDARD TRUE VALUE,HEBER CITY,UT,(435) 657-9621,,,,,,,needs_manual
10009098,STANDARD TRUE VALUE BOUNTIFUL,WOODS CROSS,UT,(801) 296-2071,,,,,,,needs_manual
10012627,STANDARD TRUE VALUE BRIGHAM CI,BRIGHAM CITY,UT,(435) 723-7744,,,,,,,needs_manual
10009720,STANDARD TRUE VALUE LOGAN,LOGAN,UT,(435) 752-0000,,,,,,,needs_manual
10009719,STANDARD TRUE VALUE ST GEORGE,ST GEORGE,UT,(435) 652-1420,,,,,,,needs_manual
10009097,STANDARD TRUE VALUE TOOELE,TOOELE,UT,(435) 882-2181,,,,,,,needs_manual
10002526,WEBER PAINT AND GLASS,OGDEN,UT,(801) 393-4631,,,,,,,needs_manual
10002698,WILSON'S PAINT & DECOR,KAYSVILLE,UT,(801) 544-1779,SALES@WILSONSPAINTANDFLOORS.COM,,,,,,needs_manual
10002610,A D MARTIN LUMBER CO,RIVERTON,WY,(307) 856-9229,,,,,,,needs_manual
10008740,A.D. MARTIN LUMBER CO.,DUBOIS,WY,(307) 455-3850,,,,,,,needs_manual
10005720,BIG HORN PAINT,CODY,WY,(307) 527-6120,,,,,,,needs_manual
10008586,BLOEDORN LUMBER COMPANY,ROCK SPRINGS,WY,(307) 362-4965,,,,,,,needs_manual
10008588,BLOEDORN LUMBER COMPANY,WORLAND,WY,(307) 347-8288,,,,,,,needs_manual
10008596,BLOEDORN LUMBER COMPANY,LANDER,WY,(307) 332-5500,,,,,,,needs_manual
10008597,BLOEDORN LUMBER COMPANY,POWELL,WY,(307) 754-8180,,,,,,,needs_manual
10008598,BLOEDORN LUMBER COMPANY,RIVERTON,WY,(307) 856-9421,,,,,,,needs_manual
10008539,BLOEDORN LUMBER COMPANY - BUFF,BUFFALO,WY,(307) 684-7761,,,,,,,needs_manual
10008544,BLOEDORN LUMBER COMPANY - CASP,CASPER,WY,(307) 234-3545,,,,,,,needs_manual
10008545,BLOEDORN LUMBER COMPANY - CHEY,CHEYENNE,WY,(307) 632-0578,,,,,,,needs_manual
10008546,BLOEDORN LUMBER COMPANY - DOUG,DOUGLAS,WY,(307) 358-3151,,,,,,,needs_manual
10008548,BLOEDORN LUMBER COMPANY - GILL,GILLETTE,WY,(307) 682-3101,,,,,,,needs_manual
10008543,BLOEDORN LUMBER COMPANY - LARA,LARAMIE,WY,(307) 745-4828,,,,,,,needs_manual
10008549,BLOEDORN LUMBER COMPANY - SHER,SHERIDAN,WY,(307) 672-2471,,,,,,,needs_manual
10008526,BLOEDORN LUMBER COMPANY - TORR,TORRINGTON,WY,(307) 532-2424,,,,,,,needs_manual
10008551,BLOEDORN LUMBER COMPANY - WHEA,WHEATLAND,WY,(307) 322-2471,,,,,,,needs_manual
10008587,BLOEDORN LUMBER COMPANY CODY,CODY,WY,(307) 587-2223,,,,,,,needs_manual
10003277,"BUCKINGHAM LUMBER CO., INC.",BUFFALO,WY,(307) 684-2231,,,,,,,needs_manual
10000323,CAPITAL LUMBER CO.,CHEYENNE,WY,(307) 634-4471,,,,,,,needs_manual
10019130,DOUGLAS HARDWARE,DOUGLAS,WY,(307) 358-2924,,,,,,pending,needs_manual
10003166,JACKSON PAINT & GLASS,JACKSON,WY,(307) 733-3109,INFO@JACKSONPAINTANDGLASS.COM ;PHIL@JACKSONPAINTANDGLASS.COM ;INFO@JACKSONPAINTANDGLASS.COM,,,,,,needs_manual
10014665,KNECHT HOME CENTER,SHERIDAN,WY,(307) 673-0786,,,,,,,needs_manual
10016776,KNECHT HOME CENTER,GILLETTE,WY,(303) 687-7978,,,,,,,needs_manual
10019594,THERMOPOLIS HARDWARE,THERMOPOLIS,WY,(773) 230-2330,,,,,,pending,needs_manual
